superkingdom	kingdom	phylum	order	class	family	genus	species	06-mergeLCA//A0_2	06-mergeLCA//B0_2	06-mergeLCA//C0_2	06-mergeLCA//A1_2	06-mergeLCA//B1_2	06-mergeLCA//C1_2	06-mergeLCA//A5_0	06-mergeLCA//B5_0	06-mergeLCA//C5_0	06-mergeLCA//A8_0	06-mergeLCA//B8_0	06-mergeLCA//C8_0	06-mergeLCA//GP_1	06-mergeLCA//GP_2	06-mergeLCA//GP_3
Bacteria	NA	Actinobacteria	Eggerthellales	Coriobacteriia	Eggerthellaceae	Eggerthella	uncultured Eggerthella sp. SMG5	0	0	0	0	0	0	0	0	5	1	1	0	0	0	0
Bacteria	NA	Actinobacteria	Eggerthellales	Coriobacteriia	Eggerthellaceae	Eggerthella	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Eggerthellales	Coriobacteriia	Eggerthellaceae	Gordonibacter	Gordonibacter pamelaeae	1	0	0	0	0	4	0	0	1	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Eggerthellales	Coriobacteriia	Eggerthellaceae	Gordonibacter	Gordonibacter urolithinfaciens	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Eggerthellales	Coriobacteriia	Eggerthellaceae	Gordonibacter	NA	0	0	3	0	0	3	2	0	2	1	2	0	0	0	4
Bacteria	NA	Actinobacteria	Eggerthellales	Coriobacteriia	Eggerthellaceae	Phoenicibacter	Phoenicibacter congonensis	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Eggerthellales	Coriobacteriia	Eggerthellaceae	Slackia	Slackia heliotrinireducens	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria	NA	Actinobacteria	Eggerthellales	Coriobacteriia	Eggerthellaceae	NA	NA	0	0	7	0	0	16	0	1	5	1	0	6	0	0	1
Bacteria	NA	Actinobacteria	Egicoccales	Nitriliruptoria	Egicoccaceae	Egicoccus	Egicoccus halophilus	7	6	1	2	1	0	1	0	0	1	0	0	5	3	7
Bacteria	NA	Actinobacteria	Euzebyales	Nitriliruptoria	Euzebyaceae	Euzebya	Euzebya sp. DY32-46	0	0	0	2	1	0	0	0	0	1	2	0	0	0	0
Bacteria	NA	Actinobacteria	Frankiales	Actinobacteria	Frankiaceae	Frankia	Frankia alni	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Bacteria	NA	Actinobacteria	Frankiales	Actinobacteria	Frankiaceae	Frankia	Frankia inefficax	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria	NA	Actinobacteria	Frankiales	Actinobacteria	Frankiaceae	Frankia	Frankia saprophytica	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Frankiales	Actinobacteria	Frankiaceae	Frankia	Frankia symbiont of Datisca glomerata	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Frankiales	Actinobacteria	Frankiaceae	Frankia	NA	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria	NA	Actinobacteria	Frankiales	Actinobacteria	NA	NA	Frankineae bacterium MT45	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0
Bacteria	NA	Actinobacteria	Geodermatophilales	Actinobacteria	Geodermatophilaceae	Blastococcus	Blastococcus saxobsidens	0	0	0	0	0	1	0	3	4	0	3	1	0	0	0
Bacteria	NA	Actinobacteria	Geodermatophilales	Actinobacteria	Geodermatophilaceae	Geodermatophilus	Geodermatophilus obscurus	2	0	0	0	0	0	2	1	0	1	0	0	0	0	0
Bacteria	NA	Actinobacteria	Geodermatophilales	Actinobacteria	Geodermatophilaceae	Modestobacter	Modestobacter marinus	1	0	2	3	0	1	4	1	6	0	2	0	2	0	0
Bacteria	NA	Actinobacteria	Geodermatophilales	Actinobacteria	Geodermatophilaceae	NA	NA	0	0	2	2	1	0	2	1	8	0	3	1	0	0	0
Bacteria	NA	Actinobacteria	Jiangellales	Actinobacteria	Jiangellaceae	Jiangella	Jiangella alkaliphila	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
Bacteria	NA	Actinobacteria	Jiangellales	Actinobacteria	Jiangellaceae	Jiangella	Jiangella sp. DSM 45060	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Jiangellales	Actinobacteria	Jiangellaceae	Jiangella	NA	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
Bacteria	NA	Actinobacteria	Kineosporiales	Actinobacteria	Kineosporiaceae	Kineococcus	Kineococcus radiotolerans	0	0	1	0	1	0	0	0	0	1	0	2	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Beutenbergiaceae	Beutenbergia	Beutenbergia cavernae	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Beutenbergiaceae	Miniimonas	Miniimonas sp. S16	1	0	3	0	1	6	0	0	5	1	0	3	0	0	1
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Bogoriellaceae	Georgenia	Georgenia sp. Z294	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Bogoriellaceae	Georgenia	Georgenia sp. Z443	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Bogoriellaceae	Georgenia	Georgenia sp. ZLJ0423	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Brevibacteriaceae	Brevibacterium	Brevibacterium aurantiacum	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Brevibacteriaceae	Brevibacterium	Brevibacterium epidermidis	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Brevibacteriaceae	Brevibacterium	Brevibacterium linens	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Brevibacteriaceae	Brevibacterium	Brevibacterium sandarakinum	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Brevibacteriaceae	Brevibacterium	Brevibacterium sp. CS2	2	0	1	1	0	0	9	2	0	1	1	0	0	0	2
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Brevibacteriaceae	Brevibacterium	NA	0	0	3	0	0	0	0	0	1	0	0	1	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Cellulomonadaceae	Cellulomonas	Cellulomonas fimi	0	0	0	0	0	2	0	0	7	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Cellulomonadaceae	Cellulomonas	Cellulomonas flavigena	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Cellulomonadaceae	Cellulomonas	Cellulomonas gilvus	0	0	0	0	0	2	0	0	2	0	2	0	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Cellulomonadaceae	Cellulomonas	Cellulomonas sp. PSBB021	0	0	0	0	0	2	0	0	2	0	0	1	0	0	1
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Cellulomonadaceae	Cellulomonas	Cellulomonas sp. Y8	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Cellulomonadaceae	Cellulomonas	Cellulomonas sp. Z28	0	0	0	0	0	0	0	0	9	0	3	1	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Cellulomonadaceae	Cellulomonas	NA	0	0	0	0	0	0	0	2	12	1	0	0	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Cellulomonadaceae	Oerskovia	Oerskovia sp. KBS0722	3	0	0	0	0	0	3	0	4	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Cellulomonadaceae	NA	NA	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Dermabacteraceae	Brachybacterium	Brachybacterium ginsengisoli	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Dermabacteraceae	Brachybacterium	Brachybacterium saurashtrense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Dermabacteraceae	Brachybacterium	Brachybacterium sp. VM2412	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Dermabacteraceae	Brachybacterium	NA	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Dermabacteraceae	Dermabacter	Dermabacter vaginalis	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Dermabacteraceae	Dermabacter	NA	1	0	0	0	2	0	1	0	0	0	0	0	0	1	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Dermacoccaceae	Dermacoccus	Dermacoccus abyssi	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Dermacoccaceae	Dermacoccus	Dermacoccus nishinomiyaensis	1	0	0	0	0	0	2	0	0	1	0	2	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Dermacoccaceae	Kytococcus	Kytococcus sedentarius	0	0	1	0	0	0	5	0	0	0	1	1	0	1	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Dermacoccaceae	Luteipulveratus	Luteipulveratus mongoliensis	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Dermacoccaceae	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Dermatophilaceae	Austwickia	Austwickia chelonae	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Intrasporangiaceae	Arsenicicoccus	Arsenicicoccus sp. oral taxon 190	1	0	1	0	1	0	1	0	1	2	1	0	0	2	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Intrasporangiaceae	Intrasporangium	Intrasporangium calvum	0	2	2	1	4	0	1	1	0	3	1	1	0	1	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Intrasporangiaceae	Janibacter	Janibacter indicus	1	0	3	0	1	1	0	1	3	1	0	2	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Intrasporangiaceae	Janibacter	Janibacter limosus	0	0	0	0	1	1	0	0	2	1	1	2	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Intrasporangiaceae	Janibacter	Janibacter melonis	0	0	0	1	1	0	0	1	0	2	1	1	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Intrasporangiaceae	Janibacter	NA	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Intrasporangiaceae	Ornithinimicrobium	Ornithinimicrobium flavum	1	0	0	0	1	3	0	3	1	0	3	1	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Intrasporangiaceae	Ornithinimicrobium	Ornithinimicrobium sp. AMA3305	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Intrasporangiaceae	Ornithinimicrobium	Ornithinimicrobium sp. H23M54	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Intrasporangiaceae	Ornithinimicrobium	Ornithinimicrobium sp. HY006	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Intrasporangiaceae	Ornithinimicrobium	NA	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Intrasporangiaceae	Phycicoccus	Phycicoccus dokdonensis	0	0	1	2	1	0	1	4	0	1	1	0	3	1	1
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Intrasporangiaceae	Serinicoccus	Serinicoccus chungangensis	1	4	0	7	5	0	11	10	0	16	23	0	1	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Intrasporangiaceae	Serinicoccus	Serinicoccus marinus	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Intrasporangiaceae	Serinicoccus	Serinicoccus profundi	0	2	1	6	1	0	5	1	0	8	10	1	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Intrasporangiaceae	Serinicoccus	Serinicoccus sp. JLT9	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Intrasporangiaceae	Serinicoccus	Serinicoccus sp. W204	0	0	0	0	0	0	3	0	0	1	1	1	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Intrasporangiaceae	Serinicoccus	NA	1	0	0	0	1	0	3	2	1	2	29	1	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Intrasporangiaceae	Terrabacter	Terrabacter sp. DBF63	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Intrasporangiaceae	NA	NA	0	4	1	0	3	3	0	4	2	9	11	3	1	3	2
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Agrococcus	Agrococcus carbonis	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Agrococcus	Agrococcus jejuensis	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Agrococcus	Agrococcus sp. SGAir0287	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Agrococcus	NA	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Agromyces	Agromyces aureus	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Agromyces	Agromyces flavus	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Agromyces	Agromyces sp. HY052	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Agromyces	Agromyces sp. KACC 19306	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Agromyces	Agromyces sp. MF30-A	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Agromyces	NA	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Aurantimicrobium	Aurantimicrobium minutum	1	0	0	0	0	0	0	0	0	1	0	0	1	2	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Aurantimicrobium	Aurantimicrobium sp. MWH-Mo1	8	3	15	1	2	4	1	0	1	1	1	7	6	5	37
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Aurantimicrobium	Aurantimicrobium sp. MWH-Uga1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Aurantimicrobium	NA	8	1	2	0	0	0	2	0	0	0	0	0	2	2	14
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Candidatus Aquiluna	Candidatus Aquiluna rubra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Candidatus Aquiluna	Candidatus Aquiluna sp. UB-MaderosW2red	35	26	29	4	0	4	0	0	0	0	1	0	51	29	38
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Clavibacter	Clavibacter michiganensis	4	0	2	0	2	3	1	0	1	0	1	3	2	1	3
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Cryobacterium	Cryobacterium sp. GCJ02	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Curtobacterium	Curtobacterium flaccumfaciens	0	0	1	0	0	5	0	0	3	0	0	1	0	0	7
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Curtobacterium	Curtobacterium pusillum	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Curtobacterium	Curtobacterium sp. 9128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Curtobacterium	Curtobacterium sp. MR_MD2014	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Curtobacterium	NA	0	0	2	0	0	6	0	1	3	0	0	4	0	0	3
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Frondihabitans	Frondihabitans sp. 762G35	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Frondihabitans	Frondihabitans sp. PAMC 28766	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Gryllotalpicola	Gryllotalpicola sp. 2DFW10M-5	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Humibacter	Humibacter sp. BT305	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Humibacter	Humibacter sp. WJ7-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Leifsonia	Leifsonia sp. 21MFCrub1.1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Leifsonia	Leifsonia xyli	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Leifsonia	NA	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Leucobacter	Leucobacter sp. DSM 101948	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Leucobacter	Leucobacter triazinivorans	0	0	0	0	1	1	0	1	0	2	0	0	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Lysinimonas	Lysinimonas sp. KACC 19322	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Microbacterium	Microbacterium aurum	4	3	1	2	1	13	0	1	5	1	3	9	0	2	5
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Microbacterium	Microbacterium chocolatum	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Microbacterium	Microbacterium foliorum	0	0	0	0	0	5	0	0	2	0	1	0	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Microbacterium	Microbacterium hominis	2	0	0	0	0	2	1	2	3	0	0	2	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Microbacterium	Microbacterium lemovicicum	0	0	0	0	0	0	0	0	1	1	2	4	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Microbacterium	Microbacterium oleivorans	0	0	0	0	0	4	0	1	1	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Microbacterium	Microbacterium oxydans	1	2	2	1	0	4	0	0	5	1	1	4	0	2	1
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Microbacterium	Microbacterium paraoxydans	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Microbacterium	Microbacterium pygmaeum	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Microbacterium	Microbacterium sediminis	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Microbacterium	Microbacterium sp. 1.5R	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Microbacterium	Microbacterium sp. 10M-3C3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Microbacterium	Microbacterium sp. ABRD_28	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Microbacterium	Microbacterium sp. ALBL_076	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Microbacterium	Microbacterium sp. BH-3-3-3	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Microbacterium	Microbacterium sp. CBA3102	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Microbacterium	Microbacterium sp. LKL04	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Microbacterium	Microbacterium sp. No. 7	0	0	0	0	0	0	1	2	2	1	0	2	0	0	1
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Microbacterium	Microbacterium sp. PAMC 28756	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Microbacterium	Microbacterium sp. RG1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Microbacterium	Microbacterium sp. SGAir0570	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Microbacterium	Microbacterium sp. Y-01	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Microbacterium	Microbacterium testaceum	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Microbacterium	NA	4	0	6	0	4	26	4	0	14	4	4	17	2	2	7
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Microcella	Microcella alkaliphila	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Microterricola	Microterricola viridarii	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Plantibacter	Plantibacter flavus	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Plantibacter	Plantibacter sp. M259	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Plantibacter	Plantibacter sp. PA-3-X8	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Plantibacter	NA	0	0	2	0	1	4	2	1	2	0	0	4	0	0	2
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Pontimonas	Pontimonas salivibrio	19	24	9	0	0	0	0	0	0	0	0	0	19	10	25
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Protaetiibacter	Protaetiibacter intestinalis	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Rathayibacter	Rathayibacter festucae	0	0	0	0	0	0	2	0	4	2	0	1	0	0	1
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Rathayibacter	Rathayibacter tritici	0	0	0	0	0	0	0	0	1	0	0	0	1	3	1
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Rathayibacter	NA	0	0	0	0	0	0	3	0	2	1	0	0	0	0	0
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Rhodoluna	Candidatus Rhodoluna limnophila	8	5	6	1	1	1	0	0	0	0	0	0	17	2	10
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Rhodoluna	Candidatus Rhodoluna planktonica	3	5	8	0	0	0	0	0	0	0	0	0	9	4	8
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Rhodoluna	Rhodoluna lacicola	3	2	1	0	0	0	0	1	0	0	0	0	5	3	10
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Rhodoluna	NA	4	8	1	0	0	3	0	0	0	0	0	0	9	2	14
Bacteria	NA	Actinobacteria	Micrococcales	Actinobacteria	Microbacteriaceae	Salinibacterium	Salinibacterium sp. dk2585	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
